gov_id|english_name|chinese_name,address|district|latitude|longitude|email|telephone|fax|placement_type|valid_license_since
1602|Top Reliance Professionals Deployment Services Company|高信國際人力資源貿易公司|Room 606, 6th floor, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2831546|lng: 114.1566255| | | |Foreign Domestic Helpers, Local Domestic Helpers|2014
1607|Ensemble Human Resources Co. Limited|万儷人力資源有限公司|Room 926, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738049|lng: 114.1163548|ensemble_limited@yahoo.com|35909993|21490779|Foreign Domestic Helpers, Local Domestic Helpers|2014
1608|Ensemble Human Resources Co. Limited|万儷人力資源有限公司|Shop 2, Ground floor, Winland Building, 1A-1F, 1-13 Shui Che Kwun Street, Yuen Long, New Territories|Yuen Long District|lat: 22.4451538|lng: 114.0302639|ensemblehrco@gmail.com|35909993|21490779|Foreign Domestic Helpers, Local Domestic Helpers|2017
1639|MING MING EMPLOYMENT AGENCY|名名僱傭中心|Room 12D, 18th floor. Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3163037|lng: 114.1710135|mingmingagency@hotmail.com|91973927| |Foreign Domestic Helpers, Imported Worker, Office Staff / Executive Search|2014
1665|SOUTH CHINA INTERNATIONAL HUMAN RESOURCE CO.|華南國際人力資源公司|Room 404, 4th floor, Cheung Fung Commercial Building, 21-25 Cheung Sha Wan Road, Prince Edward, Kowloon|Yau Tsim Mong District|lat: 22.3271217|lng: 114.1665548|southchinacc@gmail.com|37920016| |Foreign Domestic Helpers|2014
1769|Abundance Employment Agency|裕澄僱傭|Room 2606, 26th floor, Golden Era Plaza, 39 Sai Yee Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3183665|lng: 114.1717566|monicakpm@gmail.com|96991691|39795296|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2015
1808|FamilyMaid Employment Services Limited|家庭僱傭服務中心有限公司|Flat D, 11th floor, Causeway Tower, 16-22 Causeway Road, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2795462|lng: 114.1884764|info@familymaid.hk|35868811|35868860|Foreign Domestic Helpers, Local Domestic Helpers|2015
1872|GREEN SELECT EMPLOYMENT SERVICES CO.|綠妍僱傭服務公司|Flat 2, 2nd floor, Po Cheong Building, 47 Luen On Street, Fanling, New Territories|North District|lat: 22.4991224|lng: 114.1424723|greenselect.co@gmail.com|24898738|37531331|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2015
1882|TAKEME EMPLOYMENT AGENCY|竹目僱傭中心|Shop 112, 1st floor, Federal Plaza, Federal Mansion, 469 Castle Peak Road, Cheung Sha Wan, Kowloon|Sham Shui Po District|lat: 22.3397030|lng: 114.1530281|takemeagency@yahoo.com.hk|62267749|35655219|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2016
1891|Gianteagle Maid Express Consultants|宏鷹集團專業僱傭|Room 150, 1st floor, T.Mark Shopping Centre, Dung Fat Mansion, 18 Tai Ho Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3725328|lng: 114.1163193|cynthia131419@icloud.com|21918896|39503499|Foreign Domestic Helpers, Local Domestic Helpers|2016
1954|SinarMas Human Resources Centre|冼拿人力資源中心|Flat C8, 8th floor, Block C, Delya Industrial Centre, 7 Shek Pai Tau Road, Tuen Mun, New Territories|Tuen Mun District|lat: 22.4005598|lng: 113.9693520|info@sinar.com.hk|37088372|37908012|Foreign Domestic Helpers, Local Domestic Helpers|2016
1956|YEW EMPLOYMENT AGENCY|月豈僱傭公司|Room A5, 16th floor, Kwai Fong Industrial Building, 9-15 Kwai Cheong Road, Kwai Chung, New Territories|Kwai Tsing District|lat: 22.3647983|lng: 114.1336239|yew.agency@yahoo.com.hk|21162774|21162774|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2016
1963|HOME OF THE ELDERLY HUMAN RESOURCES CONSULTANTS|長者家人力資源顧問|Room 12, 11th floor, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok, Kowloon|Sham Shui Po District|lat: 22.3374145|lng: 114.1467198|hote005@gmail.com|23612336|30138689|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2016
1980|Grand Excellent Intercontinental Recruitment Agency|盈富國際人力資源中心|Unit 1, 17th floor, Trust Centre, 912 Cheung Sha Wan Road, Lai Chi Kok, Kowloon|Sham Shui Po District|lat: 22.3370360|lng: 114.1462130|admin@ky-ge.com.hk|23074931|23074936|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2016
2049|SYNTHESIS CONSULTANCY LIMITED|綜觀顧問有限公司|Room 601, 6th floor, Yue Xiu Building, 160-174 Lockhart Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2780860|lng: 114.1737821|info@synthesis.com.hk|21550322|31182934|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2016
2075|Totally Chi International Education|正智全然國際教育|Room 1803, 18th floor, Prosperity Centre, 982 Canton Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3170161|lng: 114.1677391|sam@hktc.hk|24302848|24683439|Foreign Domestic Helpers, Imported Worker, Office Staff / Executive Search|2016
2079|MAKE MY FINANCIAL PLAN LIMITED||Room 1701, 17th floor, Beverley Commercial Centre, 87-105 Chatham Road South, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.3014020|lng: 114.1759366|care@quickjobs.hk|51265817|37059247|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2016
2095|WIN ELEGANT DEVELOPMENT LIMITED|凱雋發展有限公司|Room L3, 16th floor, Wah Lik Industrial Centre, 459-469 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3750578|lng: 114.1105848|winelegantdevltd@gmail.com|39195823| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2016
2098|EDU CO.|華業創領|Room 117, 1st floor, Goodwill Industrial Building, 36-44 Pak Tin Par Street, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3741970|lng: 114.1099725|supply633@126.com|81033987| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2016
2119|CITY EMPLOYMENT PARADISE CO.|城市僱傭樂園|Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories|Yuen Long District|lat: 22.4429200|lng: 114.0349540|yuenlongemployment@yahoo.com.hk|24680380|22134468|Foreign Domestic Helpers, Local Domestic Helpers|2016
2137|GUAVA EMPLOYMENT CENTRE|芭樂僱傭中心|Unit 27, L1 floor, Mirror Tower, 61 Mody Road, Tsim Sha Tsui East, Kowloon|Yau Tsim Mong District|lat: 22.2975648|lng: 114.1764939|guavaagency@gmail.com|23697897|23697162|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
2203|BEST WORKNET EMPLOYMENT AGENCY LIMITED|迅澤僱傭有限公司|Shop 2, 1st floor, Wang Fai Mansion, 2-12 Wang On Road, Fortress Hill, Hong Kong|Eastern District|lat: 22.2886129|lng: 114.1922150|bestworknetagency@gmail.com|97181457|24813934|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
2209|WELLBEING EMPLOYMENT|融善僱傭|Flat D, 2nd floor, Block 1, Goldfield Industrial Building, 150 Tai Lin Pai Road, Kwai Chung, New Territories|Kwai Tsing District|lat: 22.3585420|lng: 114.1317470|wellbeingemployment@gmail.com| | |Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
2227|Ansin Employment Services|誠意僱傭中心|Room 501, 5th floor, Tung Sun Commercial Centre, 194-200 Lockhart Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2781662|lng: 114.1745433|ivyleewl@gmail.com|28854168|28859080|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
2231|Onne Nanny Employment and Training Company|安妮僱傭培訓顧問公司|Unit 901, 9th floor, Block A, Wah Tat Industrial Centre, 6-8 Wah Sing Street, Kwai Chung, New Territories|Kwai Tsing District|lat: 22.3630234|lng: 114.1349245|mecelam@gmail.com|95516806| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
2245|BEM-BEM EMPLOYMENT AGENCY|妙妙專業菲傭|Shop 124-125, Basement of Maximall, 233 Electric Road, North Point, Hong Kong|Eastern District|lat: 22.2909415|lng: 114.1948282|bembemagency@gmail.com|24161428|36166058|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
2267|SKYSUN OVERSEAS EMPLOYMENT AGENCY|天陽海外僱傭中心|Flat D3, 3rd floor, Block D, Victorious Factory Building, 35 Tseuk Luk Street, San Po Kong, Kowloon|Wong Tai Sin District|lat: 22.3353178|lng: 114.1980435|martinkwchan@hotmail.com|23881808|23770917|Foreign Domestic Helpers, Local Domestic Helpers|2017
2272|P & E Services Consultant Limited|德常服務顧問有限公司|Room 405, 4th floor, Energy Plaza, 92 Granville Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.2999261|lng: 114.1767262|pe_services@hotmail.com|27310609| |Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
2277|FOUNTAIN EMPLOYMENT AGENCY LIMITED|日悅僱傭有限公司|Flat D, 1st floor, Mido Apartments, 330-332 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2902273|lng: 114.1969057|fountain.employment.agency@gmail.com|35691177|24661611|Foreign Domestic Helpers, Local Domestic Helpers|2017
2289|iLIKE CONSULTANTS COMPANY|均美顧問公司|Flat A5, 12th floor, Astoria Building, 34 Ashley Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.2975606|lng: 114.1705723|ilikea306@gmail.com|96593188| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
2295|CORDIAL EMPLOYMENT AGENCY CO|允諾僱傭公司|Room 1805, 18th floor, Royal Commercial Centre, 56 Parkes Street, Jordan, Kowloon|Yau Tsim Mong District|lat: 22.3047250|lng: 114.1707580|cordialemploymentagency@gmail.com|23328850|23328803|Foreign Domestic Helpers, Local Domestic Helpers, Other Non-office Worker|2017
2334|PALO EMPLOYMENT AGENCY|柏盈僱傭中心|Unit 2203, 22nd floor, 135 Bonham Strand Trade Centre, 135 Bonham Strand, Sheung Wan, Hong Kong|Central and Western District|lat: 22.2866449|lng: 114.1493465|violet7257@yahoo.com.hk|35958578|37052617|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
2337|AUBREYALLY LIMITED|俊橋有限公司|Room 305, Carpo Commercial Building, 18-20 Lyndhurst Terrace, Central, Hong Kong|Central and Western District|lat: 22.2822447|lng: 114.1545817|aubreyally2005@gmail.com|93809613|30054731|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
2340|TALENT GRACE LIMITED||Flat D, 15th floor, Central Mansion, 270-276 Queen's Road Central, Central, Hong Kong|Central and Western District|lat: 22.2845323|lng: 114.1508487|patsze@ymail.com| |81489365|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
2341|CORPORATE HR MANAGEMENT CONSULTANCY LIMITED|歌柏毅人力資源管理諮詢有限公司|Unit 1-5, 20th floor, Midas Plaza, 1 Tai Yau Street, San Po Kong, Kowloon|Wong Tai Sin District|lat: 22.3388240|lng: 114.1993610|KANDI917@NETVIGATOR.COM|39662868| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
2349|Synergia Recruit|金華英才|Room 2310, 23rd floor, Pearl Oriental House, 60 Stanley Street, Central, Hong Kong|Central and Western District|lat: 22.2829510|lng: 114.1548960|info@synergiarecruit.com|37528828| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
2354|WILLPOWER EMPLOYMENT CONSULTANT|毅力僱傭顧問|Shop 9, 1st floor, Pei Ho Building, 115 Fuk Wa Street, Sham Shui Po, Kowloon|Southern District|lat: 22.3964280|lng: 114.1094970|LOMIA@WILLPOWERHK.COM|29480168|26758600|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
2356|Loktto Consultancy Limited|樂陶顧問有限公司|Room A, 7th floor, Phase 7, 10 Lai Wan Road, Mei Foo Sun Chuen, Lai Chi Kok, Kowloon|Sham Shui Po District|lat: 22.3377440|lng: 114.1380950|sabrina@loktto.com|23071766| |Foreign Domestic Helpers, Local Domestic Helpers, Other Non-office Worker|2017
2361|ZHONGYI INTERNATIONAL (HK) MANAGEMENT INSTITUTE LIMITED|中誼國際(香港)管理學院有限公司|Room 2902, 29th floor, China Resources Building, 26 Harbour Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2800492|lng: 114.1754378|zoefeng@qhfinance.org|35909216|21169596|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search, Other Non-office Worker|2017
2364|Hong Kong Cambodian Human Resource Association|香港柬埔寨人力資源協會|Flat 13, 9th floor, Block A, Tonic Industrial Centre, 26 Kai Cheung Road, Kowloon Bay, Kowloon|Kwun Tong District|lat: 22.3252006|lng: 114.2102111|rose@jcenterprises.com.hk|31517979|21873968|Foreign Domestic Helpers, Imported Worker|2017
2365|Hong Kong Cambodian Labour and Vocational Training Centre|香港柬埔寨僱傭及職業訓練中心|Flat 13, 9th floor, Block A, Tonic Industrial Centre, 26 Kai Cheung Road, Kowloon Bay, Kowloon|Kwun Tong District|lat: 22.3252006|lng: 114.2102111|rose@jcenterprises.com.hk|31517979|21873968|Foreign Domestic Helpers, Imported Worker|2017
2368|EDTOMA CORPORATE SERVICES LIMITED||Suite 1201, 12th floor, The Gateway Tower 2, 25 Canton Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.2995878|lng: 114.1671572|li.winnie@cwcccpa.com|29563333|35851826|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
2378|Ideal Domestic Helper Agency Limited|好配對僱傭有限公司|18th floor, Parkview Commercial Building, 9-11 Shelter Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2792808|lng: 114.1886389|dawnseek58@gmail.com|82002863|21250131|Foreign Domestic Helpers, Imported Worker, Other Non-office Worker|2017
2379|By Your Side (BYS) Employment Centre Limited|伴成僱傭中心有限公司|Shop 133, 1st floor, Godfrey Centre, 175-185 Lai Chi Kok Road, Lai Chi Kok, Kowloon|Sham Shui Po District|lat: 22.3964280|lng: 114.1094970|byour_side@hotmail.com|55476559| |Foreign Domestic Helpers, Local Domestic Helpers|2017
2383|CRADLE EMPLOYMENT LIMITED|富浩外傭管理顧問有限公司|Room B, 1st floor, Everweath Building, 9-11 Fat Tseung Street, Cheung Sha Wan, Kowloon|Sham Shui Po District|lat: 22.3382390|lng: 114.1572790|abeylaiyl@gmail.com|60767739|28341880|Foreign Domestic Helpers, Local Domestic Helpers|2017
2390|LEWESKOOL CONSULTING CO. LIMITED||Room 2512, 25th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3181801|lng: 114.1686029|bryen.li@leweskool.com|29614525|31825420|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
2391|FORTUNE WORLD TRADE CO. LIMITED|禾豐行國際有限公司|Unit B, 13th floor, Phase 2, Superluck Industrial Centre, 57 Sha Tsui Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3737208|lng: 114.1102132|fortunewtc@gmail.com|24130338|24124361|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2017
2405|I-helper Employment Agency Company Limited|I-helper Employment Agency CompanyLimited|Room 2012, 20th floor, Global Gateway Tower, 63 Wing Hong Street, Cheung Sha Wan, Kowloon|Sham Shui Po District|lat: 22.3393415|lng: 114.1484543|info@i-helperhk.com|68552446|23669197|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
2414|JAPAN HEALTH CARE AND MANPOWER SERVICES COMPANY LIMITED|JAPAN HEALTH CARE AND MANPOWERSERVICES COMPANY LIMITED|Room 613, 6th floor, Bank of America Tower, 12 Harcourt Road, Central, Hong Kong|Central and Western District|lat: 22.2806870|lng: 114.1630220| |28816606|25772601|Foreign Domestic Helpers|2017
2420|Forester Employment Agency Limited|棟樑僱傭有限公司|Unit A, 14th floor, 88 Commercial Building, 28 Wing Lok Street, Sheung Wan, Hong Kong|Central and Western District|lat: 22.2861845|lng: 114.1522726|eva@forester.company|35896354|25166077|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2017
2436|GLOBAL JOBPRO EMPLOYMENT AGENCY|傲群僱傭中心|Shop 4, Ground floor, South Mansion, 30 Nga Tsin Wai Road, Kowloon City, Kowloon|Kwun Tong District|lat: 22.3289443|lng: 114.1918899|judychangcg4@gmail.com|28710228|28710108|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2017
2453|Hongkong Better Care Limited|香港菲佣來服務有限公司|Flat B, 4th floor, Shing Hing Commercial Building, 21-27 Wing Kut Street, Central, Hong Kong|Central and Western District|lat: 22.2851436|lng: 114.1541769|connie@jahory.com|28516041|28505516|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2017
2468|Good Match Employment Agency Limited|佳勤海外僱傭有限公司|Unit J3, 11th floor, Kaiser Estate Phase 2, 51 Man Yue Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3093276|lng: 114.1889872|rebeccayysee2012@gmail.com|23659220|27641550|Foreign Domestic Helpers, Local Domestic Helpers|2017
2470|GOOD COMPANION EMPLOYMENT CENTER|浩堡國際僱傭中心|Room 306, 6th floor, Yue's House, 304-306 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2866873|lng: 114.1507399|jp_agency@yahoo.com.hk|90613756| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
2472|GALILEE EMPLOYMENT SERVICE COMPANY|加利利僱傭服務公司|Room 2102D, 21st floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447|heinsen@galilee153.com.hk|23313096|81485538|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2017
2473|GALILEE EMPLOYMENT SERVICE COMPANY|加利利僱傭服務公司|Room 2201, 22nd floor, Morecrown Commercial Building, 108 Electric Road, Tin Hau, Hong Kong|Eastern District|lat: 22.2850533|lng: 114.1918435|info@galilee153.com.hk|23313096|81485538|Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2018
